,Regime_0,Regime_1,Regime_2,Moderate Growth,Recession,Expansion
1990-02-01,0.013642715687282363,0.9846666543777053,0.0016906299350105596,0.013642715687282363,0.9846666543777053,0.0016906299350105596
1990-03-01,0.004090865313600961,0.9955072929980454,0.0004018416883516823,0.004090865313600961,0.9955072929980454,0.0004018416883516823
1990-04-01,0.0009635741821399676,0.9988731419221952,0.00016328389566284358,0.0009635741821399676,0.9988731419221952,0.00016328389566284358
1990-05-01,0.0009685034107752693,0.9989008706085222,0.00013062598070062316,0.0009685034107752693,0.9989008706085222,0.00013062598070062316
1990-06-01,0.0006450739498687988,0.9992093550027346,0.00014557104739472084,0.0006450739498687988,0.9992093550027346,0.00014557104739472084
1990-07-01,9.867774274690275e-09,0.9995628969334929,0.0004370931987308894,9.867774274690275e-09,0.9995628969334929,0.0004370931987308894
1990-08-01,1.3469261196439487e-09,0.9983113173177935,0.0016886813352783084,1.3469261196439487e-09,0.9983113173177935,0.0016886813352783084
1990-09-01,1.436862736301211e-09,0.9898727423881218,0.010127256175013304,1.436862736301211e-09,0.9898727423881218,0.010127256175013304
1990-10-01,2.8300167357951917e-43,0.9388866101682837,0.06111338983171409,2.8300167357951917e-43,0.9388866101682837,0.06111338983171409
1990-11-01,4.873011865059407e-43,0.922443870055796,0.07755612994420187,4.873011865059407e-43,0.922443870055796,0.07755612994420187
1990-12-01,5.617924555876768e-44,0.9270724839248222,0.07292751607517559,5.617924555876768e-44,0.9270724839248222,0.07292751607517559
1991-01-01,2.7857456361250197e-26,0.9572181929210224,0.04278180707897562,2.7857456361250197e-26,0.9572181929210224,0.04278180707897562
1991-02-01,3.982315689802643e-26,0.9773186430833236,0.022681356916674413,3.982315689802643e-26,0.9773186430833236,0.022681356916674413
1991-03-01,3.373109748576075e-25,0.9931499698543983,0.006850030145599619,3.373109748576075e-25,0.9931499698543983,0.006850030145599619
1991-04-01,0.5068756141173101,0.49235920795450533,0.0007651779281824184,0.5068756141173101,0.49235920795450533,0.0007651779281824184
1991-05-01,0.6004208035601248,0.3994126245011356,0.00016657193873726965,0.6004208035601248,0.3994126245011356,0.00016657193873726965
1991-06-01,0.5036571472582068,0.49614043751740544,0.0002024152243853681,0.5036571472582068,0.49614043751740544,0.0002024152243853681
1991-07-01,0.024587603729492574,0.9748358371697321,0.0005765591007729693,0.024587603729492574,0.9748358371697321,0.0005765591007729693
1991-08-01,0.0014911773603707747,0.9983235541200605,0.00018526851956643357,0.0014911773603707747,0.9983235541200605,0.00018526851956643357
1991-09-01,0.0007634743029667643,0.9991224203777359,0.00011410531929465673,0.0007634743029667643,0.9991224203777359,0.00011410531929465673
1991-10-01,8.735187242871226e-06,0.9998794512335204,0.00011181357923392959,8.735187242871226e-06,0.9998794512335204,0.00011181357923392959
1991-11-01,4.252598869359793e-06,0.9998892299152258,0.00010651748590201536,4.252598869359793e-06,0.9998892299152258,0.00010651748590201536
1991-12-01,4.9855239302564995e-06,0.9998801743937233,0.00011484008234341916,4.9855239302564995e-06,0.9998801743937233,0.00011484008234341916
1992-01-01,0.023833405620771565,0.9759845635206992,0.0001820308585266127,0.023833405620771565,0.9759845635206992,0.0001820308585266127
1992-02-01,0.09587219716849596,0.9039665852117706,0.00016121761973061208,0.09587219716849596,0.9039665852117706,0.00016121761973061208
1992-03-01,0.283878886201435,0.7160496727406933,7.144105786904324e-05,0.283878886201435,0.7160496727406933,7.144105786904324e-05
1992-04-01,0.7069361899929941,0.29304452672177284,1.9283285230366268e-05,0.7069361899929941,0.29304452672177284,1.9283285230366268e-05
1992-05-01,0.8945977326196942,0.10539471265969667,7.554720606869275e-06,0.8945977326196942,0.10539471265969667,7.554720606869275e-06
1992-06-01,0.9651514721822804,0.03484526710709756,3.260710619984077e-06,0.9651514721822804,0.03484526710709756,3.260710619984077e-06
1992-07-01,0.9880476579311102,0.01195047053663156,1.8715322559229858e-06,0.9880476579311102,0.01195047053663156,1.8715322559229858e-06
1992-08-01,0.9910903527363499,0.008906925420378336,2.72184326943389e-06,0.9910903527363499,0.008906925420378336,2.72184326943389e-06
1992-09-01,0.9883642743762433,0.011628368996960506,7.356626793896097e-06,0.9883642743762433,0.011628368996960506,7.356626793896097e-06
1992-10-01,0.9707876388510716,0.029181240304373527,3.112084455240611e-05,0.9707876388510716,0.029181240304373527,3.112084455240611e-05
1992-11-01,0.9132668295041757,0.08662552314337492,0.00010764735244695012,0.9132668295041757,0.08662552314337492,0.00010764735244695012
1992-12-01,0.7027869095459502,0.29684880320132184,0.0003642872527253446,0.7027869095459502,0.29684880320132184,0.0003642872527253446
1993-01-01,3.706683572234744e-08,0.9990077751988613,0.0009921877343005239,3.706683572234744e-08,0.9990077751988613,0.0009921877343005239
1993-02-01,4.15817922794693e-09,0.9997265763294301,0.0002734195123881328,4.15817922794693e-09,0.9997265763294301,0.0002734195123881328
1993-03-01,8.625822275766886e-09,0.999845485861192,0.0001545055129832353,8.625822275766886e-09,0.999845485861192,0.0001545055129832353
1993-04-01,0.0030309594648653725,0.9968628981793729,0.00010614235575909544,0.0030309594648653725,0.9968628981793729,0.00010614235575909544
1993-05-01,0.0038698466642424333,0.9960273760568181,0.00010277727893686057,0.0038698466642424333,0.9960273760568181,0.00010277727893686057
1993-06-01,0.005248575644060554,0.9946477393766172,0.00010368497931969412,0.005248575644060554,0.9946477393766172,0.00010368497931969412
1993-07-01,0.0006125028606377645,0.9992789076359111,0.0001085895034485398,0.0006125028606377645,0.9992789076359111,0.0001085895034485398
1993-08-01,0.0005707431991322749,0.9993208425340653,0.00010841426679987737,0.0005707431991322749,0.9993208425340653,0.00010841426679987737
1993-09-01,0.0007671712686559566,0.9990946399309607,0.00013818880038098087,0.0007671712686559566,0.9990946399309607,0.00013818880038098087
1993-10-01,3.940360531748731e-05,0.9996003357088528,0.00036026068582734245,3.940360531748731e-05,0.9996003357088528,0.00036026068582734245
1993-11-01,1.4922691582882183e-05,0.9996293994493288,0.0003556778590857244,1.4922691582882183e-05,0.9996293994493288,0.0003556778590857244
1993-12-01,0.0001610009382303429,0.9996372581385136,0.00020174092325350875,0.0001610009382303429,0.9996372581385136,0.00020174092325350875
1994-01-01,0.39143805489806205,0.6084855892225544,7.635587938113444e-05,0.39143805489806205,0.6084855892225544,7.635587938113444e-05
1994-02-01,0.4949831853151828,0.5049149507643595,0.00010186392045500251,0.4949831853151828,0.5049149507643595,0.00010186392045500251
1994-03-01,0.4047262607397052,0.5949987230036631,0.00027501625662892915,0.4047262607397052,0.5949987230036631,0.00027501625662892915
1994-04-01,0.00020118201385182163,0.9984266707808085,0.0013721472053368816,0.00020118201385182163,0.9984266707808085,0.0013721472053368816
1994-05-01,6.252023856634502e-06,0.9993799333081567,0.0006138146679838484,6.252023856634502e-06,0.9993799333081567,0.0006138146679838484
1994-06-01,2.1910430805045116e-05,0.9996367546592143,0.00034133490997783364,2.1910430805045116e-05,0.9996367546592143,0.00034133490997783364
1994-07-01,0.046126881385340344,0.9537531606919463,0.0001199579227105336,0.046126881385340344,0.9537531606919463,0.0001199579227105336
1994-08-01,0.0665716512277037,0.9333207774749769,0.00010757129731664952,0.0665716512277037,0.9333207774749769,0.00010757129731664952
1994-09-01,0.06004060871332098,0.939825521872474,0.00013386941420226916,0.06004060871332098,0.939825521872474,0.00013386941420226916
1994-10-01,0.0028641054315659137,0.9968885375808495,0.00024735698758210123,0.0028641054315659137,0.9968885375808495,0.00024735698758210123
1994-11-01,0.0008510640095974006,0.9989616316707982,0.00018730431960214814,0.0008510640095974006,0.9989616316707982,0.00018730431960214814
1994-12-01,0.0005486633426779499,0.9992880243758083,0.00016331228151153645,0.0005486633426779499,0.9992880243758083,0.00016331228151153645
1995-01-01,0.0002601090485781222,0.9996153315058474,0.00012455944557223373,0.0002601090485781222,0.9996153315058474,0.00012455944557223373
1995-02-01,0.0004079444346554475,0.9994722021917061,0.00011985337363599075,0.0004079444346554475,0.9994722021917061,0.00011985337363599075
1995-03-01,0.00045619393627586204,0.9994228057780944,0.00012100028562728518,0.00045619393627586204,0.9994228057780944,0.00012100028562728518
1995-04-01,2.635650657267639e-05,0.9998567645986759,0.00011687889474893201,2.635650657267639e-05,0.9998567645986759,0.00011687889474893201
1995-05-01,7.378358728666366e-05,0.9998138799670137,0.00011233644569696573,7.378358728666366e-05,0.9998138799670137,0.00011233644569696573
1995-06-01,0.0020629789293427426,0.9979018775985405,3.5143472114077994e-05,0.0020629789293427426,0.9979018775985405,3.5143472114077994e-05
1995-07-01,0.6893273041924766,0.3106630087560436,9.687051477449513e-06,0.6893273041924766,0.3106630087560436,9.687051477449513e-06
1995-08-01,0.8964924864501415,0.10350203130919516,5.48224066091739e-06,0.8964924864501415,0.10350203130919516,5.48224066091739e-06
1995-09-01,0.9558884375297422,0.04410707747278139,4.4849974738840795e-06,0.9558884375297422,0.04410707747278139,4.4849974738840795e-06
1995-10-01,0.9748715614438124,0.02512450450388557,3.934052299420751e-06,0.9748715614438124,0.02512450450388557,3.934052299420751e-06
1995-11-01,0.980245581815099,0.019750013435154357,4.404749743949036e-06,0.980245581815099,0.019750013435154357,4.404749743949036e-06
1995-12-01,0.9799460638373073,0.02004775383652753,6.182326162815647e-06,0.9799460638373073,0.02004775383652753,6.182326162815647e-06
1996-01-01,0.9735172979798923,0.026469331030903643,1.3370989201518238e-05,0.9735172979798923,0.026469331030903643,1.3370989201518238e-05
1996-02-01,0.9331111877600862,0.06683337294420322,5.543929570813342e-05,0.9331111877600862,0.06683337294420322,5.543929570813342e-05
1996-03-01,0.7555982643253591,0.24400126725301943,0.00040046842161878184,0.7555982643253591,0.24400126725301943,0.00040046842161878184
1996-04-01,1.4488907101026926e-11,0.9927842817938528,0.007215718191656008,1.4488907101026926e-11,0.9927842817938528,0.007215718191656008
1996-05-01,1.9137038543596507e-13,0.9959698186194176,0.0040301813803885955,1.9137038543596507e-13,0.9959698186194176,0.0040301813803885955
1996-06-01,5.092713793880656e-13,0.9983937368699687,0.0016062631295197369,5.092713793880656e-13,0.9983937368699687,0.0016062631295197369
1996-07-01,0.27231689982374313,0.7274294763022733,0.0002536238739813905,0.27231689982374313,0.7274294763022733,0.0002536238739813905
1996-08-01,0.3363635969400802,0.6635151644961457,0.00012123856377193668,0.3363635969400802,0.6635151644961457,0.00012123856377193668
1996-09-01,0.3114560054293089,0.688389969214913,0.0001540253557759956,0.3114560054293089,0.688389969214913,0.0001540253557759956
1996-10-01,0.1430837989847922,0.8566108825765688,0.0003053184386368552,0.1430837989847922,0.8566108825765688,0.0003053184386368552
1996-11-01,0.13601556019658867,0.8638201653266794,0.0001642744767298868,0.13601556019658867,0.8638201653266794,0.0001642744767298868
1996-12-01,0.21950400798930525,0.7804206403267403,7.535168395228054e-05,0.21950400798930525,0.7804206403267403,7.535168395228054e-05
1997-01-01,0.537780789997626,0.46217528781193445,4.392219043723532e-05,0.537780789997626,0.46217528781193445,4.392219043723532e-05
1997-02-01,0.6008577081815463,0.3990630206146554,7.927120379581895e-05,0.6008577081815463,0.3990630206146554,7.927120379581895e-05
1997-03-01,0.48911930160801964,0.5105544822927522,0.0003262160992254439,0.48911930160801964,0.5105544822927522,0.0003262160992254439
1997-04-01,1.7290147479140197e-13,0.9961762844940159,0.0038237155058086576,1.7290147479140197e-13,0.9961762844940159,0.0038237155058086576
1997-05-01,2.019270472850088e-15,0.9977453425189939,0.002254657481001434,2.019270472850088e-15,0.9977453425189939,0.002254657481001434
1997-06-01,8.05688115977184e-15,0.9986740806380857,0.00132591936190376,8.05688115977184e-15,0.9986740806380857,0.00132591936190376
1997-07-01,4.128041938801925e-06,0.9995811928444338,0.0004146791136247378,4.128041938801925e-06,0.9995811928444338,0.0004146791136247378
1997-08-01,4.1756588657408e-06,0.9997707914955422,0.00022503284558933218,4.1756588657408e-06,0.9997707914955422,0.00022503284558933218
1997-09-01,3.556322935675662e-05,0.999805704936889,0.000158731833751552,3.556322935675662e-05,0.999805704936889,0.000158731833751552
1997-10-01,0.12387760002868119,0.8760308318598868,9.156811142926794e-05,0.12387760002868119,0.8760308318598868,9.156811142926794e-05
1997-11-01,0.15655196230716542,0.843336852396999,0.00011118529583292637,0.15655196230716542,0.843336852396999,0.00011118529583292637
1997-12-01,0.12460307951140556,0.8752427509347608,0.00015416955383084396,0.12460307951140556,0.8752427509347608,0.00015416955383084396
1998-01-01,0.015670388203915316,0.9840910484577549,0.0002385633383266812,0.015670388203915316,0.9840910484577549,0.0002385633383266812
1998-02-01,0.0037901406262312027,0.9960633908560171,0.00014646851774846513,0.0037901406262312027,0.9960633908560171,0.00014646851774846513
1998-03-01,0.004018974209202568,0.9958606553212092,0.00012037046958523416,0.004018974209202568,0.9958606553212092,0.00012037046958523416
1998-04-01,0.011248396695903533,0.988643930525395,0.00010767277869817304,0.011248396695903533,0.988643930525395,0.00010767277869817304
1998-05-01,0.016117207942307542,0.9837714523786454,0.00011133967904370696,0.016117207942307542,0.9837714523786454,0.00011133967904370696
1998-06-01,0.013326587259385226,0.9865468941918452,0.00012651854876639314,0.013326587259385226,0.9865468941918452,0.00012651854876639314
1998-07-01,2.513453070095136e-06,0.9998079251105263,0.00018956143639999251,2.513453070095136e-06,0.9998079251105263,0.00018956143639999251
1998-08-01,1.1543941723655169e-06,0.999809780671918,0.00018906493390639362,1.1543941723655169e-06,0.999809780671918,0.00018906493390639362
1998-09-01,1.3583672331621882e-06,0.9997577374855928,0.0002409041471707916,1.3583672331621882e-06,0.9997577374855928,0.0002409041471707916
1998-10-01,1.560101968237231e-14,0.9994830127651341,0.0005169872348471064,1.560101968237231e-14,0.9994830127651341,0.0005169872348471064
1998-11-01,5.336327503234195e-15,0.9994407297446375,0.0005592702553542084,5.336327503234195e-15,0.9994407297446375,0.0005592702553542084
1998-12-01,1.0494368922371618e-14,0.9995353024252167,0.00046469757476987484,1.0494368922371618e-14,0.9995353024252167,0.00046469757476987484
1999-01-01,0.011866709216281099,0.9879843320843394,0.00014895869937661395,0.011866709216281099,0.9879843320843394,0.00014895869937661395
1999-02-01,0.02051261451193496,0.9793765899094037,0.00011079557865841697,0.02051261451193496,0.9793765899094037,0.00011079557865841697
1999-03-01,0.04477650174463839,0.9551302514766717,9.324677868703625e-05,0.04477650174463839,0.9551302514766717,9.324677868703625e-05
1999-04-01,0.16272116511365484,0.8372025143669133,7.632051942932823e-05,0.16272116511365484,0.8372025143669133,7.632051942932823e-05
1999-05-01,0.15990197018573138,0.839971520348533,0.0001265094657331671,0.15990197018573138,0.839971520348533,0.0001265094657331671
1999-06-01,0.10988333373409832,0.8899340515035573,0.00018261476234196315,0.10988333373409832,0.8899340515035573,0.00018261476234196315
1999-07-01,3.8050591558616037e-07,0.9995965915234541,0.0004030279706275417,3.8050591558616037e-07,0.9995965915234541,0.0004030279706275417
1999-08-01,2.6528147142789917e-08,0.9997386301231403,0.0002613433487097026,2.6528147142789917e-08,0.9997386301231403,0.0002613433487097026
1999-09-01,4.607140923553664e-08,0.9997157565795076,0.0002841973490804051,4.607140923553664e-08,0.9997157565795076,0.0002841973490804051
1999-10-01,2.7119347876070365e-16,0.99947300347221,0.0005269965277869273,2.7119347876070365e-16,0.99947300347221,0.0005269965277869273
1999-11-01,2.7048891167314655e-16,0.9994206131712456,0.0005793868287510687,2.7048891167314655e-16,0.9994206131712456,0.0005793868287510687
1999-12-01,3.1145397099089207e-16,0.9995185007701789,0.00048149922981773985,3.1145397099089207e-16,0.9995185007701789,0.00048149922981773985
2000-01-01,0.012638323608982278,0.9871850475540098,0.00017662883700498742,0.012638323608982278,0.9871850475540098,0.00017662883700498742
2000-02-01,0.0119723126715607,0.9878766329330314,0.00015105439540462188,0.0119723126715607,0.9878766329330314,0.00015105439540462188
2000-03-01,0.008883240109314131,0.9908506307068234,0.00026612918385929355,0.008883240109314131,0.9908506307068234,0.00026612918385929355
2000-04-01,7.924787092340203e-24,0.9987422906344028,0.0012577093655938248,7.924787092340203e-24,0.9987422906344028,0.0012577093655938248
2000-05-01,8.389774692182442e-23,0.9983027377611332,0.0016972622388634912,8.389774692182442e-23,0.9983027377611332,0.0016972622388634912
2000-06-01,7.960540455080184e-22,0.99847239179707,0.0015276082029265455,7.960540455080184e-22,0.99847239179707,0.0015276082029265455
2000-07-01,7.673597138862175e-06,0.9994683427750721,0.000523983627785744,7.673597138862175e-06,0.9994683427750721,0.000523983627785744
2000-08-01,1.1910689136661652e-05,0.9997023314634852,0.0002857578473750142,1.1910689136661652e-05,0.9997023314634852,0.0002857578473750142
2000-09-01,0.00014742400365750334,0.9997724893868671,8.008660947225276e-05,0.00014742400365750334,0.9997724893868671,8.008660947225276e-05
2000-10-01,0.5753499422791583,0.42461635378654805,3.370393429045099e-05,0.5753499422791583,0.42461635378654805,3.370393429045099e-05
2000-11-01,0.6787016840137556,0.321238023710254,6.029227598717391e-05,0.6787016840137556,0.321238023710254,6.029227598717391e-05
2000-12-01,0.5742780039134197,0.4254220499585348,0.0002999461280423617,0.5742780039134197,0.4254220499585348,0.0002999461280423617
2001-01-01,2.4318297049068282e-14,0.9955163363057341,0.004483663694238806,2.4318297049068282e-14,0.9955163363057341,0.004483663694238806
2001-02-01,4.633288225047311e-15,0.997234007608119,0.002765992391873734,4.633288225047311e-15,0.997234007608119,0.002765992391873734
2001-03-01,1.3603070918872092e-13,0.9989714029774955,0.0010285970223657987,1.3603070918872092e-13,0.9989714029774955,0.0010285970223657987
2001-04-01,0.5226171717670395,0.47724942753461597,0.00013340069834183563,0.5226171717670395,0.47724942753461597,0.00013340069834183563
2001-05-01,0.6189176620900577,0.38099670263383856,8.563527610080756e-05,0.6189176620900577,0.38099670263383856,8.563527610080756e-05
2001-06-01,0.5183999236841312,0.4810398600108256,0.0005602163050403739,0.5183999236841312,0.4810398600108256,0.0005602163050403739
2001-07-01,5.485860112492658e-16,0.9891442942258191,0.0108557057741775,5.485860112492658e-16,0.9891442942258191,0.0108557057741775
2001-08-01,1.6837270116165508e-18,0.9923798594383347,0.007620140561662516,1.6837270116165508e-18,0.9923798594383347,0.007620140561662516
2001-09-01,1.2130282891358044e-19,0.9961253304969513,0.0038746695030457586,1.2130282891358044e-19,0.9961253304969513,0.0038746695030457586
2001-10-01,0.00018858286702280866,0.998999055780285,0.0008123613526891912,0.00018858286702280866,0.998999055780285,0.0008123613526891912
